policy_id,exposure,named_insured_age,model_year,vehicle_age,annual_miles,credit_score,horsepower,operator_count,at_fault_accidents,territory,vehicle_type,marital_status,underwriting_company,youthful_driver,collision_deductible,collision_claim_count,collision_total_loss,collision_loss_cost
2785,0.85,26,2010,15,11918.76509591916,,164.42934139834932,2,1,Suburban,SUV,Married,Standard,0,500,0,0.0,0.0
2786,0.74,64,2021,4,14858.112368429618,694.4390310509807,211.68617087452066,2,0,Suburban,SUV,Married,Standard,0,250,0,0.0,0.0
2787,0.96,64,2013,12,11944.550915779115,689.0036468951246,174.43802960640883,2,0,Urban,Truck,Married,Preferred,0,500,0,0.0,0.0
2788,0.69,43,2018,7,12957.482366673727,811.6415098250081,166.3070752912274,2,0,Urban,Truck,Single,Standard,0,500,0,0.0,0.0
2789,0.98,57,2022,3,15822.628936599394,719.030388743171,231.93675792786516,1,0,Urban,SUV,Single,Preferred,1,500,0,0.0,0.0
2790,0.64,71,2019,6,8327.557054810926,801.2107301442411,114.32132882083353,1,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
2791,0.71,63,2007,18,13184.019746620539,716.8292133509858,136.33369819528994,1,0,Rural,Truck,Married,NonStandard,0,250,0,0.0,0.0
2792,0.66,19,2024,1,10214.743330996442,,119.73119109015197,1,0,Urban,Truck,Married,Standard,0,500,0,0.0,0.0
2793,0.7,63,2010,15,17297.897705195493,850.0,105.14173023200473,1,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2794,0.91,18,2021,4,11691.302911300896,743.381154186455,291.4772267827203,1,0,Suburban,SUV,Single,Standard,1,500,0,0.0,0.0
2795,0.99,60,2006,19,14344.768543949227,551.6533848040958,280.6437752038569,1,0,Urban,Truck,Married,NonStandard,1,250,0,0.0,0.0
2796,0.62,44,2005,20,13187.694415143435,659.6599190861642,181.31916707418625,1,1,Rural,Truck,Single,Standard,1,250,0,0.0,0.0
2797,0.6,37,2024,1,9451.173155058746,623.8250283568736,190.6910047950572,1,2,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
2798,0.68,37,2017,8,11526.82066880541,612.3519441838241,142.88321142978762,3,0,Urban,Sedan,Single,Standard,1,500,0,0.0,0.0
2799,0.81,41,2008,17,11798.852764293319,562.9150549919124,183.83242197068228,2,0,Urban,SUV,Single,NonStandard,0,1000,0,0.0,0.0
2800,0.76,40,2024,1,14486.670075473972,641.4512022437419,169.7268377645111,1,1,Urban,Sedan,Married,Preferred,0,500,0,0.0,0.0
2801,0.53,41,2013,12,9297.928649433676,656.7940367505398,77.72180504334591,3,0,Rural,Sedan,Single,Standard,0,500,0,0.0,0.0
2802,0.5,24,2017,8,8173.59085404643,580.6010549743854,321.2497849986322,1,0,Rural,SUV,Single,Standard,0,250,0,0.0,0.0
2803,0.7,59,2021,4,4691.034372853564,,176.98307214516348,1,0,Rural,Truck,Married,Standard,0,500,0,0.0,0.0
2804,0.87,41,2020,5,17216.16889865224,753.3707115845423,179.69340887040738,2,0,Urban,SUV,Married,Preferred,0,250,0,0.0,0.0
2805,0.78,68,2008,17,11932.573429587468,671.4684046192101,178.09631396778317,2,0,Suburban,Truck,Single,Preferred,0,500,0,0.0,0.0
2806,0.68,51,2007,18,11947.497418154751,620.0290598365734,156.703861825484,3,3,Rural,SUV,Single,Preferred,0,500,0,0.0,0.0
2807,0.52,38,2007,18,13069.520094725862,798.4272826763454,235.73857165745193,3,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
2808,0.84,72,2007,18,13904.666059695968,768.6711908818843,167.8873447928414,4,0,Rural,Sedan,Married,Standard,1,500,0,0.0,0.0
2809,0.98,22,2021,4,11454.020320685902,769.9054915926557,148.64013868871177,2,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2810,0.63,38,2021,4,12129.21387929786,761.7336303713184,228.22100209577985,2,2,Suburban,Sedan,Married,Preferred,1,1000,0,0.0,0.0
2811,0.58,31,2006,19,8947.619602554281,646.3186533780828,227.2662945911061,2,0,Suburban,Sedan,Single,NonStandard,1,500,0,0.0,0.0
2812,0.6,80,2018,7,12296.492409292867,568.102568065224,122.54013407803589,1,0,Suburban,SUV,Single,NonStandard,1,500,0,0.0,0.0
2813,0.88,54,2014,11,15606.161699939872,538.0293041773145,237.4731504055621,1,0,Suburban,Sedan,Single,Standard,0,250,0,0.0,0.0
2814,0.97,50,2022,3,10874.943546088602,819.8583972222954,253.01482382498475,1,0,Rural,Sedan,Single,Preferred,0,500,1,516.6313371757592,532.6096259543909
2815,0.82,35,2023,2,13114.203481639293,702.3701923742273,164.60113345479388,1,0,Rural,Truck,Single,Standard,0,250,0,0.0,0.0
2816,0.63,61,2023,2,11909.44242209683,596.9915873206689,226.95548870024123,1,0,Urban,SUV,Married,Preferred,1,1000,0,0.0,0.0
2817,1.0,37,2023,2,13294.854054174328,707.972797192239,174.50328109090935,3,1,Urban,Truck,Married,Preferred,1,500,1,3916.207389721289,3916.207389721289
2818,0.53,57,2010,15,,667.7314498740267,168.63756062747805,3,0,Suburban,SUV,Single,Standard,0,1000,0,0.0,0.0
2819,0.82,65,2021,4,13717.447454008547,675.7433963202277,178.05939593648966,1,0,Suburban,SUV,Married,Standard,0,500,0,0.0,0.0
2820,0.76,50,2023,2,14533.983810275946,671.1264097686843,226.76714169311344,1,0,Urban,SUV,Single,Preferred,0,250,0,0.0,0.0
2821,0.83,33,2014,11,15557.935628880708,714.1444326104926,120.54390080282448,1,0,Suburban,SUV,Single,Preferred,1,500,0,0.0,0.0
2822,0.73,42,2023,2,10733.497609655693,780.7202660755715,169.69776930846248,1,0,Suburban,Sedan,Single,Preferred,1,500,0,0.0,0.0
2823,0.59,18,2011,14,10797.476301825765,727.4136603695936,246.90302408566689,1,0,Urban,SUV,Single,Standard,0,250,0,0.0,0.0
2824,0.99,66,2019,6,14383.166398858357,685.0155625225702,149.55293499029878,1,0,Suburban,Sedan,Single,Standard,0,1000,0,0.0,0.0
2825,0.6,80,2021,4,16816.501659484744,612.6957199874277,268.57608259291567,1,1,Urban,Sedan,Single,Preferred,0,500,0,0.0,0.0
2826,0.79,50,2015,10,12230.995243391892,612.7238992172522,177.3399133079714,3,3,Urban,SUV,Married,Preferred,0,500,0,0.0,0.0
2827,0.53,83,2011,14,13481.872002182574,577.5300488300375,251.21164784625634,1,0,Urban,Truck,Single,NonStandard,0,500,0,0.0,0.0
2828,0.53,48,2022,3,7105.683901481081,799.2265311599302,229.11498199560137,1,0,Rural,SUV,Married,Standard,0,250,0,0.0,0.0
2829,0.79,64,2013,12,17227.67838483347,638.7432563016877,124.05891880919633,1,0,Rural,SUV,Single,Preferred,0,500,0,0.0,0.0
2830,0.84,68,2006,19,11500.60151323093,612.2075633123839,211.08708550119186,1,1,Urban,SUV,Single,Preferred,0,250,0,0.0,0.0
2831,0.68,69,2020,5,21190.896483260763,840.1099595240013,215.32758740195828,1,0,Rural,Sedan,Married,Standard,1,250,0,0.0,0.0
2832,0.59,29,2010,15,11234.020749643956,648.926185078154,235.2753242109706,2,0,Urban,Sedan,Single,Standard,0,250,0,0.0,0.0
2833,0.82,19,2012,13,11871.516866269665,721.718116638981,290.1558254405211,1,0,Urban,SUV,Married,Standard,1,500,0,0.0,0.0
2834,0.75,35,2006,19,16449.59197157591,621.883661843014,190.7161322917462,1,1,Urban,Sedan,Single,NonStandard,1,500,0,0.0,0.0
2835,0.8,72,2019,6,12473.971921760342,612.4865725623752,315.2891530206641,1,1,Suburban,Sedan,Married,NonStandard,1,500,0,0.0,0.0
2836,0.77,18,2008,17,19547.08544966482,705.9196112166395,109.03296095121719,2,0,Urban,Sports,Single,Preferred,1,1000,1,1631.1239828943346,2118.3428349277074
2837,0.78,82,2007,18,10092.499454501001,760.124960832596,113.99378339562274,1,2,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
2838,0.99,81,2005,20,9138.784448977818,850.0,193.32000181155914,1,0,Urban,SUV,Married,Preferred,1,1000,0,0.0,0.0
2839,0.72,81,2015,10,,645.9381085513977,189.48939487990359,1,2,Rural,SUV,Single,Standard,1,500,0,0.0,0.0
2840,0.6,35,2012,13,12737.816809925987,631.1173425577701,227.644696226228,3,0,Urban,Sports,Married,Standard,0,500,0,0.0,0.0
2841,0.83,46,2012,13,7891.058476023635,,96.12338653214462,1,0,Urban,Truck,Married,Standard,0,500,0,0.0,0.0
2842,0.87,78,2014,11,11517.983163859648,675.2503237870599,127.75024075605793,1,0,Urban,SUV,Married,Standard,1,500,1,2736.9257351918855,3145.8916496458455
2843,0.5,74,2016,9,14501.876374592717,719.8168335225996,157.34234686203854,3,0,Rural,Truck,Married,Standard,0,250,0,0.0,0.0
2844,0.86,32,2007,18,8253.523156057097,724.4782116941401,,2,3,Suburban,SUV,Single,Preferred,0,1000,0,0.0,0.0
2845,0.55,50,2024,1,8490.917512692286,585.1148997139445,181.41998914192763,2,0,Rural,SUV,Married,Standard,0,1000,0,0.0,0.0
2846,0.94,55,2009,16,17689.541947714206,710.2803878741353,103.76870620024583,1,0,Urban,Truck,Single,Preferred,0,250,0,0.0,0.0
2847,0.57,83,2021,4,11783.639075630666,786.0516869453389,70.0,2,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2848,0.89,35,2023,2,,789.9487185860463,189.6630475795112,3,0,Suburban,Sedan,Single,NonStandard,1,500,0,0.0,0.0
2849,0.56,32,2008,17,9648.922636790207,625.1975970908608,207.24416878347657,2,0,Suburban,Truck,Single,Preferred,0,500,0,0.0,0.0
2850,0.95,45,2013,12,13168.164382714376,646.3338242615512,226.17066025150166,1,0,Suburban,Sedan,Single,Standard,1,500,0,0.0,0.0
2851,0.65,36,2014,11,7722.695065296415,734.2282479306681,174.10217387079913,1,0,Urban,Sedan,Single,Standard,0,250,0,0.0,0.0
2852,0.94,59,2012,13,10540.791279512414,646.8294278387397,142.24952725028308,2,0,Rural,Truck,Single,Preferred,0,500,0,0.0,0.0
2853,0.95,18,2011,14,10501.451322454537,768.3839380560196,125.00082883306827,1,0,Suburban,Truck,Single,Preferred,1,250,0,0.0,0.0
2854,0.95,21,2023,2,12355.947480849745,684.8236201615048,232.89177021733383,1,0,Urban,SUV,Single,Preferred,1,500,0,0.0,0.0
2855,0.59,63,2010,15,11183.43640067792,699.933360596809,241.99765948505564,3,0,Rural,SUV,Married,Standard,0,1000,0,0.0,0.0
2856,0.74,25,2006,19,15138.197906565749,687.3319112661048,226.88647819202737,3,0,Urban,Sedan,Married,Standard,1,1000,0,0.0,0.0
2857,0.73,38,2005,20,11848.864880915331,632.377158427574,197.9295665213244,4,0,Suburban,Sedan,Married,NonStandard,0,250,0,0.0,0.0
2858,0.55,39,2013,12,7310.323753988438,672.3376996390485,144.3034912934177,1,0,Urban,SUV,Married,Preferred,0,1000,0,0.0,0.0
2859,0.53,63,2024,1,15212.96031118274,801.6434724085959,106.44724358168506,1,1,Urban,Sedan,Single,Preferred,0,500,0,0.0,0.0
2860,0.51,29,2015,10,14807.20833136185,676.3988065378089,205.3562810004925,1,0,Rural,Sedan,Married,NonStandard,0,500,0,0.0,0.0
2861,0.51,44,2013,12,12284.380270899646,543.7593150831831,138.1603691570359,4,0,Urban,Sedan,Single,Standard,0,500,0,0.0,0.0
2862,0.61,41,2017,8,9653.674908057588,767.6851277189863,183.23336880782745,3,0,Suburban,Sedan,Married,Standard,1,500,0,0.0,0.0
2863,0.51,79,2007,18,13186.405790720471,668.2350754841873,99.86312355942391,1,1,Suburban,Sedan,Married,Preferred,0,250,0,0.0,0.0
2864,0.6,68,2018,7,13536.569935603922,748.4310795926538,127.57151192348815,2,0,Suburban,Truck,Married,NonStandard,1,250,0,0.0,0.0
2865,0.9,36,2017,8,13069.193949348666,746.5512553859094,179.74304313858852,3,0,Suburban,Sedan,Married,Standard,1,500,0,0.0,0.0
2866,0.68,56,2024,1,7857.193427254891,813.740721126189,111.14951715650767,1,0,Urban,SUV,Single,Preferred,1,500,0,0.0,0.0
2867,0.75,23,2019,6,10052.437587773868,612.2179511302041,234.80357870368027,1,0,Suburban,Sedan,Single,Standard,1,250,0,0.0,0.0
2868,0.54,82,2011,14,12657.039423106487,767.5958672689178,108.57309293959977,2,0,Suburban,Truck,Single,Standard,0,1000,0,0.0,0.0
2869,0.86,70,2015,10,13936.317631595177,604.546229035936,121.76288740922892,3,0,Rural,SUV,Married,Standard,0,1000,0,0.0,0.0
2870,0.61,25,2009,16,15084.428456546655,793.6560294022652,70.0,1,0,Rural,Sedan,Single,Standard,0,500,0,0.0,0.0
2871,0.94,68,2008,17,11625.516005373638,627.3884178848684,172.10423965014874,3,1,Rural,Sedan,Single,Preferred,0,500,0,0.0,0.0
2872,0.54,37,2017,8,7885.931621582712,724.6183204097156,147.99555274347782,2,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2873,0.51,19,2009,16,14431.11306328903,781.3817107530413,180.12470331702346,3,0,Urban,SUV,Single,Standard,0,1000,0,0.0,0.0
2874,0.64,44,2021,4,8849.03276013037,694.8810931720222,192.78159925922134,4,0,Urban,Sedan,Married,Preferred,1,500,0,0.0,0.0
2875,0.51,43,2006,19,11135.323177107337,632.699534975459,265.19895669428786,1,0,Rural,SUV,Single,Standard,0,500,0,0.0,0.0
2876,0.55,49,2005,20,11732.531712607697,850.0,219.46158893738206,1,0,Suburban,Truck,Single,Preferred,1,500,0,0.0,0.0
2877,0.87,69,2007,18,11172.290601755445,680.5098406366028,235.98535471933678,3,1,Rural,Sedan,Single,Standard,0,500,1,3006.1104365927126,3455.299352405417
2878,0.8,23,2011,14,,817.6269211969263,291.0845375453507,1,1,Rural,Sports,Married,NonStandard,0,500,0,0.0,0.0
2879,0.68,54,2021,4,11961.857889944173,596.7320804214721,104.0443048923815,1,0,Rural,Sedan,Single,Standard,0,250,0,0.0,0.0
2880,0.79,30,2010,15,7101.470383613047,775.5852899406542,144.27884339584557,1,2,Urban,Sedan,Married,NonStandard,0,250,0,0.0,0.0
2881,0.99,79,2006,19,3580.0435618560114,732.4262026239436,215.46547440243353,1,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
2882,0.73,29,2024,1,8688.14888593428,590.4470697506055,,1,0,Suburban,Truck,Married,Preferred,0,1000,1,420.78187495857384,576.4135273405121
2883,0.78,66,2012,13,11938.328087771273,759.3774954951031,70.0,3,0,Urban,Sports,Single,Preferred,0,500,0,0.0,0.0
2884,0.79,35,2010,15,7615.872936502803,686.7015703615954,153.03577587951764,4,0,Urban,Sedan,Married,NonStandard,1,500,0,0.0,0.0
2885,0.67,26,2005,20,11324.182401169834,795.8766418914165,131.33811261963467,1,0,Urban,SUV,Single,Standard,0,500,1,1538.0100850778122,2295.537440414645
2886,0.95,81,2007,18,16430.54288459202,811.2567439825707,177.65921420224092,2,0,Suburban,Truck,Single,Standard,0,500,0,0.0,0.0
2887,0.83,50,2010,15,17544.986400945007,667.0577678165548,239.10926395789923,4,2,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
2888,0.85,33,2006,19,13983.48829467246,579.7573730076174,221.1352678228228,1,0,Urban,SUV,Single,Standard,1,250,0,0.0,0.0
2889,0.54,24,2008,17,13432.262537092025,669.4306273420896,157.9322686195485,2,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
2890,0.72,72,2010,15,11899.368257649143,694.9525966932506,215.98613796270607,1,0,Urban,Truck,Married,Preferred,0,1000,0,0.0,0.0
2891,0.61,79,2023,2,13640.455137415347,641.5340870744205,179.8416363722622,2,0,Urban,Sports,Married,Standard,1,500,0,0.0,0.0
2892,0.73,47,2012,13,9307.919249870129,646.6077014051135,101.90117037047968,2,1,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
2893,0.68,25,2019,6,13443.869968899407,739.7976075071314,,2,0,Urban,Sedan,Single,Preferred,1,500,0,0.0,0.0
2894,0.61,82,2012,13,13537.989442034104,821.9673959226274,201.38207243664783,1,0,Rural,Sedan,Single,Preferred,1,500,0,0.0,0.0
2895,0.72,52,2015,10,15336.65151072765,696.6452894445515,145.837113497276,4,1,Urban,SUV,Single,Standard,1,1000,0,0.0,0.0
2896,0.67,64,2015,10,14815.914792493437,723.5624851172291,227.82824612507852,1,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2897,0.89,22,2010,15,10217.517583084891,778.8559005323334,138.5360532832235,2,0,Urban,Truck,Single,Standard,0,500,0,0.0,0.0
2898,0.8,36,2011,14,9750.844577131047,698.6935114637187,173.7581163404942,1,0,Suburban,Sedan,Single,Standard,1,250,0,0.0,0.0
2899,0.54,49,2005,20,7982.248860728817,732.4575534955553,143.16170379254052,2,0,Urban,Truck,Single,NonStandard,0,250,0,0.0,0.0
2900,0.88,62,2013,12,12810.920169553172,676.4622321410607,98.37326890330645,1,0,Urban,Sedan,Married,Preferred,0,500,1,3604.677713152303,4096.224674036708
2901,0.77,61,2010,15,15000.330442168864,756.1568316445363,70.0,1,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
2902,0.86,38,2009,16,8600.776934369791,816.8192397527814,126.1901812041317,2,0,Urban,Truck,Married,Preferred,0,1000,0,0.0,0.0
2903,0.77,65,2014,11,13843.027909677754,636.9957652964065,96.72494465800332,1,0,Urban,SUV,Married,NonStandard,0,500,1,2409.8350742783687,3129.6559406212577
2904,0.64,57,2021,4,13814.811028611566,713.6543409097995,160.83894658798533,2,0,Urban,Truck,Single,Standard,0,500,0,0.0,0.0
2905,0.86,34,2024,1,17509.15579845354,814.7968194177189,256.46492138010547,1,0,Suburban,Sedan,Married,Standard,0,250,0,0.0,0.0
2906,0.57,59,2021,4,7087.2801215870995,697.65553938345,108.0587799481214,2,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
2907,0.82,23,2006,19,7789.630492036763,543.4344694014479,209.07424207503544,3,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
2908,0.54,79,2020,5,13323.518427503926,754.1022349975381,135.33747889903364,2,0,Suburban,Sedan,Married,NonStandard,0,500,0,0.0,0.0
2909,0.59,30,2007,18,7944.466162820336,751.6964360511057,204.74434051683602,2,0,Suburban,Truck,Married,Standard,0,250,0,0.0,0.0
2910,0.65,74,2023,2,8627.346954318735,825.6862383089649,219.84165575347214,1,0,Urban,Sedan,Single,Preferred,0,500,0,0.0,0.0
2911,0.96,45,2020,5,12810.898403248637,547.9414212610609,223.591166134414,3,0,Suburban,Sedan,Married,NonStandard,1,500,0,0.0,0.0
2912,0.72,27,2021,4,15531.009171705355,686.9280005410292,220.16706117801246,2,0,Urban,SUV,Single,NonStandard,0,500,0,0.0,0.0
2913,0.75,70,2009,16,12328.011377511528,,,3,0,Suburban,SUV,Married,Preferred,0,500,0,0.0,0.0
2914,0.52,84,2008,17,15934.575931737902,850.0,208.1186429560865,2,0,Urban,Sedan,Married,NonStandard,0,500,0,0.0,0.0
2915,0.62,51,2017,8,12717.674830064294,622.7769593729711,202.1343978347845,3,1,Suburban,Truck,Single,Standard,0,1000,0,0.0,0.0
2916,0.67,30,2018,7,12263.124490076816,595.4372250893124,284.58455825664646,1,0,Urban,Truck,Single,Standard,1,500,0,0.0,0.0
2917,0.68,57,2020,5,10150.349761974641,682.9401215975905,155.22860224395163,1,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
2918,0.59,27,2008,17,16510.184023492824,603.3286915067472,134.5719094026997,1,1,Rural,Sedan,Married,Preferred,1,1000,0,0.0,0.0
2919,0.88,55,2014,11,8407.991911600935,737.5884303951868,177.0424343591609,1,1,Suburban,SUV,Married,Standard,0,1000,0,0.0,0.0
2920,0.8,53,2010,15,9894.179170910586,541.2877254228766,286.6587932030644,1,1,Suburban,Sports,Single,NonStandard,0,1000,1,2122.715415676798,2653.3942695959972
2921,0.75,60,2017,8,12712.65968620753,601.6919486977987,110.8722422930798,2,1,Suburban,Truck,Single,Standard,1,500,1,2701.141932344231,3601.5225764589745
2922,0.95,39,2012,13,14602.785090359412,663.870048673204,286.5143141300723,2,0,Urban,Sedan,Single,Preferred,1,250,0,0.0,0.0
2923,0.84,64,2005,20,10725.874018676019,726.8445485204385,196.20759861689837,1,0,Urban,Sedan,Single,Standard,1,500,0,0.0,0.0
2924,0.74,19,2013,12,9794.017872571461,736.118891780099,219.07188135465725,1,1,Urban,Truck,Married,Standard,1,500,0,0.0,0.0
2925,0.83,28,2005,20,10221.30056353376,742.8117941167976,170.13549399139498,1,0,Suburban,Sedan,Single,Standard,1,500,0,0.0,0.0
2926,0.76,20,2019,6,10000.895604011526,793.0472311622073,164.5502062273034,4,0,Urban,Truck,Married,Preferred,1,250,0,0.0,0.0
2927,0.8,21,2020,5,8905.880193579771,815.5330514893735,232.74955188788394,1,1,Urban,SUV,Single,Standard,0,500,0,0.0,0.0
2928,0.87,19,2018,7,11318.613502794307,772.000687226174,170.23436816777317,1,0,Suburban,Truck,Single,Preferred,0,250,0,0.0,0.0
2929,0.61,24,2007,18,9340.013092613204,575.1753371452035,195.9730159420025,1,0,Suburban,Sports,Married,NonStandard,0,250,0,0.0,0.0
2930,0.58,49,2005,20,14535.280604853291,703.2685537097802,145.2544549109377,1,0,Suburban,Truck,Married,Preferred,1,250,1,659.0996427981747,1136.3786944796116
2931,0.65,54,2010,15,9718.849232254452,506.3050617761286,158.28749020718374,2,3,Urban,Sedan,Single,NonStandard,0,500,0,0.0,0.0
2932,0.52,39,2011,14,9889.116509847121,611.2562306646932,227.1113298921327,3,0,Rural,Truck,Single,Standard,0,500,0,0.0,0.0
2933,0.79,59,2023,2,9564.093447587646,803.7932165903014,115.62195785597521,1,0,Rural,Sedan,Married,Preferred,1,500,0,0.0,0.0
2934,0.91,55,2018,7,9631.361681487839,693.6471522010524,151.86729084425022,1,0,Urban,SUV,Married,Preferred,0,500,0,0.0,0.0
2935,0.72,60,2008,17,11377.922061278572,675.9201537397171,205.12245404145534,3,0,Suburban,SUV,Single,Preferred,1,500,0,0.0,0.0
2936,0.71,54,2005,20,9186.063730823775,719.3815306689116,222.2112618189375,1,1,Suburban,Sports,Married,Preferred,1,500,0,0.0,0.0
2937,0.63,65,2010,15,13321.486561266223,776.6404247213951,269.83832055582167,2,0,Suburban,Sedan,Married,Preferred,1,500,0,0.0,0.0
2938,0.9,79,2006,19,15253.037195540754,713.5496358871364,134.19282105341068,2,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
2939,0.65,50,2017,8,14229.270867870451,529.5534992064382,368.5450125996946,1,0,Suburban,SUV,Married,Preferred,0,500,0,0.0,0.0
2940,0.69,46,2006,19,12797.100774804485,638.9838082330108,149.74699797787886,3,0,Urban,Sedan,Single,Preferred,1,500,0,0.0,0.0
2941,0.73,81,2024,1,6545.407585916097,512.4058272835089,95.12173987744002,2,0,Rural,Sedan,Single,NonStandard,0,1000,0,0.0,0.0
2942,0.85,18,2016,9,11579.071247535721,781.192992206066,213.15849005880474,1,1,Urban,Truck,Married,Standard,0,500,0,0.0,0.0
2943,0.97,74,2015,10,11408.507657856242,766.711999911076,275.09996003473066,1,0,Urban,Truck,Single,Standard,0,1000,0,0.0,0.0
2944,0.65,69,2017,8,12387.480870211788,727.9318928501832,234.31339004764757,1,0,Suburban,Sports,Married,Preferred,1,1000,0,0.0,0.0
2945,0.62,62,2006,19,9459.35175848279,582.1346369240573,119.59304827358415,4,1,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
2946,0.86,32,2012,13,18720.650483254605,826.4202211122282,111.19649662047932,4,0,Suburban,SUV,Married,Preferred,1,500,0,0.0,0.0
2947,0.93,59,2016,9,4851.923863524112,579.8991266071207,199.3431075606937,4,0,Urban,Truck,Single,Preferred,0,500,0,0.0,0.0
2948,0.75,39,2017,8,14961.78831648377,549.5251818466588,141.06095557664077,1,0,Suburban,Truck,Single,Standard,0,250,0,0.0,0.0
2949,0.83,70,2009,16,,796.4510983773312,194.43836292933653,1,0,Suburban,Truck,Single,Standard,1,500,0,0.0,0.0
2950,0.84,77,2022,3,3497.9027254098564,549.0950355950799,220.51577367369498,2,0,Suburban,Sedan,Single,Standard,1,250,0,0.0,0.0
2951,0.8,22,2017,8,10075.58047075484,,222.73707313490547,2,0,Suburban,Truck,Single,Standard,0,500,0,0.0,0.0
2952,0.55,49,2018,7,7992.207904673305,636.2974245556644,256.3431119963768,2,1,Urban,Sedan,Married,Standard,1,1000,0,0.0,0.0
2953,0.63,45,2016,9,14054.470139686717,,133.9599835030951,1,1,Suburban,Sedan,Single,NonStandard,0,250,0,0.0,0.0
2954,0.84,77,2018,7,14809.217364370423,664.765007428153,166.62008801868842,3,0,Suburban,Sports,Married,Standard,0,250,0,0.0,0.0
2955,0.69,21,2023,2,12186.786840356353,736.8622578160679,321.82227965023253,1,1,Suburban,SUV,Married,Standard,1,500,0,0.0,0.0
2956,0.85,38,2008,17,12090.1510412759,725.2635282602193,189.61934342028735,3,1,Urban,Truck,Married,Standard,0,500,0,0.0,0.0
2957,0.55,54,2013,12,14575.508664786918,665.4826128988659,174.6521550502623,2,0,Rural,Sedan,Single,Preferred,0,1000,0,0.0,0.0
2958,0.66,51,2006,19,14719.599278425414,,259.66908943828884,1,1,Urban,Sedan,Single,NonStandard,1,500,0,0.0,0.0
2959,0.58,48,2023,2,15536.38293184616,580.4381347262834,245.68659896890478,2,1,Suburban,SUV,Married,Preferred,0,500,0,0.0,0.0
2960,0.75,52,2022,3,8768.926738051345,714.8547584405566,274.2378461771701,3,0,Rural,Sedan,Single,Standard,0,500,1,739.2336223199424,985.6448297599231
2961,0.52,78,2024,1,8097.8494693391585,567.5565352416439,160.73003171840764,1,0,Suburban,Sedan,Married,Preferred,1,500,0,0.0,0.0
2962,0.75,83,2020,5,9547.987216916285,837.2881489697138,157.06335976908005,1,0,Urban,SUV,Single,NonStandard,0,250,0,0.0,0.0
2963,0.53,45,2011,14,10357.147097098723,812.6578221951952,224.25729216232705,1,1,Urban,Truck,Single,Preferred,1,500,1,2101.226704610425,3964.5786879441976
2964,0.67,43,2005,20,10333.688442016659,655.9386386146789,146.16787515210515,3,1,Suburban,Sedan,Single,Standard,1,500,0,0.0,0.0
2965,0.97,56,2013,12,6856.464102711187,694.7118652052786,,1,0,Suburban,Sedan,Single,Preferred,0,500,0,0.0,0.0
2966,0.52,59,2007,18,14789.286748275652,778.1584664993287,251.76281059280183,1,1,Urban,Truck,Single,Preferred,0,1000,0,0.0,0.0
2967,0.97,42,2005,20,9066.526601003456,655.3814295307926,171.65465180014914,2,0,Urban,Sedan,Married,Preferred,1,500,0,0.0,0.0
2968,0.95,55,2005,20,11952.062336944735,712.7237761752085,181.41824137512015,1,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
2969,0.7,52,2018,7,18481.156106110626,648.7569258364899,136.22048093490045,3,0,Urban,Sedan,Single,Preferred,1,500,0,0.0,0.0
2970,0.8,24,2022,3,,681.08338541835,99.37837437241387,1,0,Rural,SUV,Married,Standard,1,500,0,0.0,0.0
2971,0.74,24,2021,4,7951.627226331813,706.6471948944255,202.91694803255822,2,0,Suburban,SUV,Single,Standard,1,500,0,0.0,0.0
2972,0.53,53,2009,16,7681.575519724843,650.1633853109115,189.3106314541723,2,0,Urban,SUV,Single,Preferred,1,500,0,0.0,0.0
2973,0.9,67,2018,7,14800.28414126598,734.0222528787222,103.4331113525744,3,0,Urban,SUV,Married,Standard,1,500,0,0.0,0.0
2974,0.78,79,2022,3,11824.256260017628,533.3748148407624,206.07472546981575,2,2,Urban,Truck,Single,Preferred,1,1000,0,0.0,0.0
2975,1.0,80,2017,8,12261.208163528254,706.9305993164835,167.48257669192174,2,1,Urban,Sedan,Married,Preferred,1,1000,0,0.0,0.0
2976,0.93,27,2016,9,13397.533252958014,681.5797250904059,168.55298992497933,3,0,Suburban,SUV,Single,Standard,1,500,0,0.0,0.0
